N,general_info_BoundingBox,general_info_EnabledImageTypes,general_info_GeneralSettings,general_info_ImageHash,general_info_ImageSpacing,general_info_MaskHash,general_info_NumpyVersion,general_info_PyWaveletVersion,general_info_SimpleITKVersion,general_info_Version,general_info_VolumeNum,general_info_VoxelNum,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxis,original_shape_MajorAxis,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MinorAxis,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_Volume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,score,positive_score
625,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",3ef104ae9ada3be4209d1d89d00d1f299c0ae906,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,142,189,128312846,1.708872337,25,4.787794714,211,15.41392632,167.6724444,171,80,131,10.52902971,168.8607882,-1.095814992,128312846,0.357904691,399.9171518,18.44043472,23.43953086,-3.611326196,2.220343272,0.587147838,0.581069774,0.500711187,1.194627566,0.334695616,0.763549554,0.758285155,0.98451979,0.929989388,-0.163955234,0.646460687,0.429789899,4.246420802,0.161935382,3.108486224,0.264422297,8.492841605,2.458814836,0.701872777,5.980183738,216.1831111,0.048040691,32.14499378,1610.571111,0.725674025,18.64866667,210.6702222,4264.351333,12.29055562,0.072886852,0.025590606,0.525484855,0.002354443,762.430956,0.322926787,0.859330036,17.81061135,5.792445634,114.9716025,0.36347902,0.081622398,3.695068787,887.8125997,0.373479506,0.524564103,2.078962303,0.626642534,10.82439806,0.055549355,24.3253012,0.293075918,2.754245899,22.62650602,84085.18072,1709166.133,4419.275371,0.110990629,34.73493976,0.41849325,0.670934685,16.67248767,0.05580389,3.635884618,0.018444444,81145.712,18.48075334,0.001755183,6.251267077,0.019182048,0.028115547,0,BG
626,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",2b32353b739729dbc10a27a7288951c8e9ff1008,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,139,191,128878029,1.792688059,27,4.732650016,215,16.9572879,167.7548889,172,75,140,11.16769309,169.2322723,-1.209476708,128878029,0.34551358,497.8592539,18.53011409,32.83583296,-5.091128168,2.644201053,0.603168154,0.625705432,0.508693827,1.206599548,0.341404255,0.760879377,0.755097603,0.984120792,0.928991662,-0.187231752,0.685982704,0.43091401,4.244972654,0.157919384,3.203265496,0.281258526,8.489945307,2.543205458,0.811842302,6.017641252,216.5955556,0.048132346,32.524864,1554.811111,0.855526469,18.74466667,208.8124444,4299.740667,12.35199642,0.07927037,0.026960404,0.576765708,0.00239142,724.1265934,0.304983208,1.020331701,17.84026015,5.874553074,118.0465512,0.387201264,0.090895378,3.767868601,904.589777,0.377441246,0.527794872,2.174639591,0.629631243,10.90772225,0.063193418,29.02150538,0.312059198,2.499710949,23.58064516,72354.12903,1507807.194,3763.697903,0.09937276,37.23655914,0.400393109,0.65611358,16.36911576,0.042395161,3.683491105,0.020666667,70012.8179,17.44740126,0.001873724,5.925438374,0.022081894,0.029647748,0,BG
627,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",9c8a48460a66c16e5dbd2366be26a6457b4f2f8b,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,97,174,80705102,2.198251839,46,2.161897564,208,24.39130627,130.8008889,125,65,143,19.06748999,133.9196293,0.417076636,80705102,0.242189827,825.594577,15.05950839,50.80417039,5.00608198,4.778800891,0.678958729,0.750435286,0.57061594,1.235221009,0.347685604,0.732380669,0.725526309,0.986682701,0.930165485,-0.276716788,0.830999757,0.479296204,3.746266892,0.09489849,3.757382087,0.204408962,7.492533784,3.011206586,1.364439905,6.215170447,266.44,0.059208889,21.69425462,1089.854222,1.404496,15.452,166.6986667,2674.848889,14.46287517,0.098124422,0.024390562,0.454917733,0.002810563,588.385166,0.227241135,1.48652831,15.21484773,4.52819867,70.75193023,0.417869874,0.103929126,3.90799911,1059.811895,0.40481547,0.575316239,1.400589372,0.650975679,9.729549384,0.071533957,13.11764706,0.192906574,2.732482699,21.80882353,66739.88235,880544.1765,6229.39516,0.119371832,34.91176471,0.513408304,0.737695013,17.63401471,0.076200941,3.735086292,0.015111111,62360.55709,17.69568368,0.002471997,8.496124583,0.028390647,0.04007467,47.8125,FG
628,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",3eb8f34cb71242530a272954e3661f40b5eacbfe,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,92,127,54108888,1.34241364,17,3.189754788,160,10.67249205,108.8164444,108,62,98,7.559908905,109.6549011,0.263153479,54108888,0.468974321,183.1787518,8.562934259,3.16581738,0.166223115,0.995122975,0.510733152,0.321676171,0.467124955,1.115591502,0.292231368,0.773655361,0.770798342,0.980710199,0.923180546,-0.063293894,0.392531469,0.429441839,2.905468915,0.235837661,2.59895089,0.423662751,5.81093783,2.022122562,0.376464032,5.479147346,211.3591111,0.046968691,33.48592573,2110.384444,0.37681758,8.673777778,220.2515556,1971.943556,26.97377056,0.141625988,0.024331174,0.251849725,0.005155135,885.3580725,0.383433682,0.508465731,8.515780198,6.289232789,55.66827807,0.806273511,0.154435499,3.367250832,868.8497687,0.375323632,0.512837607,2.447158127,0.630898588,5.304525238,0.104318508,22.05555556,0.30632716,1.847029321,12.31944444,129315.5,1111465.944,16285.72938,0.244633488,27.19444444,0.377700617,0.635220384,8.340428019,0.166160815,3.6100241,0.016,125409.25,38.37673415,0.001535602,4.258383791,0.015146742,0.013219018,255,FG
629,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",92c1ddc17875bfdbb9d1fcbb299e3323c5852de8,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,91,129,54749829,1.457667361,20,2.752931448,156,11.93742489,109.3086667,109,65,91,8.676156499,110.3024418,0.194016477,54749829,0.41772958,218.2440582,8.604091043,3.961991473,0.180457721,1.202259908,0.581003585,0.348397803,0.518349193,1.164910123,0.311745048,0.751152708,0.747090843,0.9781678,0.915092018,-0.067068704,0.416988045,0.464613601,2.906669272,0.185220847,2.819308788,0.342059108,5.813338543,2.165474423,0.445815873,5.570018328,242.0173333,0.05378163,25.48512178,1879.783111,0.444876247,8.811111111,187.1817778,1641.800444,24.72399796,0.144014506,0.024230272,0.261510824,0.005238814,909.0187296,0.367543755,0.542915,8.85222687,5.096811191,44.79620092,0.692345787,0.151144709,3.336544918,975.1960655,0.392722079,0.549384615,1.743383446,0.643750005,5.736640896,0.101529808,18.75384615,0.28852071,2.058224852,12.2,127995.7846,1093155.631,16820.87565,0.281555556,34.93846154,0.537514793,0.755972338,9.787531623,0.203374876,3.209788889,0.014444444,123202.8852,41.7034483,0.001491798,4.57692002,0.019427656,0.012500093,245.0390625,FG
630,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",a7ee9460c9240c3396157993041dc75fca722aea,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,92,145,63072453,1.810330578,28,2.858676431,190,16.40311931,116.6362222,114,62,128,11.74602797,118.3896138,0.446208437,63072453,0.328859951,412.0923324,10.47837937,13.83577242,1.3726106,2.187936522,0.670406878,0.52988959,0.565938702,1.234487737,0.346528826,0.734077192,0.72747178,0.982332649,0.920999553,-0.139962176,0.615581452,0.477934571,3.17787392,0.13262295,3.31945878,0.261741602,6.35574784,2.570942635,0.71458585,5.947232115,254.2297778,0.056495506,23.23853314,1479.869778,0.744499951,10.94755556,169.6377778,1763.977333,20.24432253,0.125044753,0.025615484,0.360855349,0.005217943,770.539613,0.298766625,0.868322221,11.24734784,4.568003863,48.45538658,0.555300833,0.128362814,3.592627426,1058.585873,0.406775786,0.573094017,1.445443302,0.654090514,7.543796086,0.086035219,14.78947368,0.194598338,3.167590028,17.13157895,76677.78947,772140.3158,8405.063827,0.244192251,30.52631579,0.40166205,0.654200006,10.81664038,0.193364915,4.187963813,0.016888889,73171.90305,27.24697079,0.001826543,6.556535906,0.021599128,0.023007918,29.8828125,FG
631,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",a19b6c85bc6a1956de203b1d771b2823d23de8f3,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,96,168,81973997,2.165422322,40,2.280336471,201,22.31605956,132.2628889,133,64,137,16.69657426,134.9683066,-0.026780934,81973997,0.245846716,722.9720005,15.22867967,37.34529544,0.370835772,3.945078698,0.965123959,0.607230675,0.702614297,1.401067831,0.453256646,0.689665755,0.674898326,0.981420291,0.915725385,-0.173231042,0.698826437,0.498841692,3.805716868,0.078920178,3.96795898,0.145271076,7.611433735,3.000758247,1.227550664,6.264071246,276.3337778,0.061407506,20.19330884,1106.310222,1.214540444,15.76622222,132.252,2106.167556,11.87497799,0.096098733,0.02853161,0.451573099,0.005435824,688.3182429,0.242269222,1.253162983,15.75291723,3.764511237,59.33314995,0.349865739,0.099035369,3.672196136,1356.09051,0.468806741,0.631316239,1.115804942,0.705315001,11.09652645,0.071739938,13.89189189,0.187728269,3.898466034,16.24324324,51148.21622,707422.3514,4560.671477,0.306311822,26.10810811,0.352812272,0.612632161,9.253094356,0.207492512,4.22929918,0.016444444,47450.2615,17.70923634,0.002106794,9.730163503,0.028039439,0.033682652,0,BG
632,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",8024092f751cce2b5d871a583e675d7cb768ba08,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,95,169,81480314,2.193391718,43,2.165567593,209,23.0963279,131.7377778,131,67,142,17.85290793,134.5612739,0.044028664,81480314,0.237524741,751.8943506,15.03480719,40.17600216,0.850140198,4.251792027,0.899211949,0.650562168,0.666130987,1.387467489,0.445642566,0.70342059,0.690211254,0.982652032,0.919891363,-0.190632211,0.73625257,0.484260549,3.767767909,0.078203097,3.964680656,0.129241671,7.535535818,3.037582623,1.287750994,6.372724562,266.3702222,0.059193383,22.20300267,1068.861333,1.286795062,15.592,145.5906667,2229.266222,14.11922799,0.098429717,0.027340436,0.424445982,0.005478014,644.9113652,0.234419449,1.326350686,15.71528921,3.942668535,60.54981055,0.384975495,0.100077967,3.779833087,1243.731334,0.446941568,0.611230769,1.175948838,0.688229031,10.8765044,0.070298076,12.06060606,0.182736455,3.598943985,15.01515152,60618.36364,816601.5152,5734.543524,0.308499193,31.3030303,0.474288338,0.702931117,9.918683013,0.255142371,4.028656705,0.014666667,55969.60331,18.50885157,0.002136666,9.606826938,0.02932222,0.034680063,0,BG
633,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",b765ea8d11f29ada94db5584a34d60e00015e8a4,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,107.9,190,112725382,2.188324513,47.25,2.214404395,213,25.82245333,155.32,164,72,141,19.86589873,158.2721861,-0.559525406,112725382,0.245053728,925.7824889,23.96581812,65.13287751,-7.347088097,5.448684309,0.65641285,0.784975382,0.538754694,1.245265718,0.361652657,0.749745346,0.742388469,0.98716004,0.934273571,-0.296361641,0.8474782,0.440403256,4.771534502,0.107711652,3.710758283,0.231849748,9.543069005,3.008220781,1.52627429,6.266376138,224.6946667,0.049932148,33.0703044,1102.741778,1.521125728,23.92977778,198.3013333,5526.935111,9.411654858,0.06043383,0.022769783,0.564622546,0.001756679,548.9639943,0.224191657,1.553338557,22.17610462,5.52867885,148.441785,0.283402903,0.066884248,4.003265466,981.9799755,0.396996912,0.544068376,2.054589192,0.64662763,13.75904977,0.046046371,13.95384615,0.214674556,3.182485207,28.64615385,68064.27692,1869443.631,3095.787271,0.080638148,19.27692308,0.296568047,0.561599698,17.00577714,0.046347192,4.374286792,0.014444444,63271.37751,10.94220518,0.002499524,8.160987864,0.028805293,0.047405618,0,BG
634,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",03694fb37da4659bc56141d5a50227759ba04cb4,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,98,176,80668820,2.191643273,45,2.29830507,211,24.73383111,130.624,123,72,139,18.71098942,133.8895233,0.537917649,80668820,0.249669136,863.7750684,15.15065523,62.23786754,6.700175875,5.198408459,0.620668223,0.786699149,0.529546508,1.20458843,0.335461864,0.75014622,0.744336147,0.987805188,0.935063279,-0.302363864,0.852143596,0.452321706,3.742475431,0.104733924,3.71670573,0.242196287,7.484950862,3.032633717,1.45476917,6.35270871,232.3351111,0.051630025,27.97323378,1123.511111,1.452998469,15.45888889,191.2675556,2947.162,18.21761974,0.098348049,0.024693345,0.385450508,0.003685409,565.9692905,0.229946584,1.472889036,15.45051207,5.142642615,78.69824225,0.496563577,0.101110949,4.003145911,963.8148715,0.387793484,0.546974359,1.714868133,0.638519912,9.806986834,0.066853402,18.69863014,0.256145618,2.906361419,14.91780822,62740.35616,766370.2603,6379.835986,0.182600255,25.08219178,0.343591668,0.602744049,9.561789504,0.12284248,4.13399427,0.016222222,58940.39369,17.1851574,0.002553277,7.946210019,0.027604554,0.043039506,75.703125,FG
635,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",b9bad6d06399b2a95afb97014823eb4eb6634db2,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,93,158,66723608,1.985260518,31,3.101582721,201,19.39883733,119.288,114,64,137,13.47738773,121.7680929,0.786651426,66723608,0.299475358,597.8415004,11.26168126,36.47419903,5.17911368,3.319687213,0.70127209,0.648788433,0.572814729,1.262476496,0.367072183,0.734293711,0.726435455,0.986297487,0.930158598,-0.203411803,0.727627555,0.467085271,3.256744356,0.124931492,3.518326179,0.267980482,6.513488713,2.749867909,1.005239826,6.1493849,242.9497778,0.05398884,26.14810054,1347.639111,1.045050617,11.88377778,174.6737778,1920.265556,20.86594515,0.123434412,0.025754217,0.338008706,0.005321212,681.8101099,0.266355783,1.1745038,12.29731303,4.829978684,54.90073653,0.580648313,0.126065763,3.761632542,1072.4165,0.413656985,0.569726496,1.643187942,0.661529231,8.350530679,0.084900693,16.86486486,0.227903579,2.610116874,13.93243243,72387,670735.6351,9167.533707,0.267573083,27.62162162,0.373265157,0.631558219,8.066734744,0.205670647,4.251798072,0.016444444,68689.04529,19.8363922,0.00209935,9.24233069,0.021243435,0.040419289,159.375,FG
636,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",be647ddb60553028728e12e62438ec5ed31f8116,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,90,172,73537650,2.217845648,44,2.352841581,200,24.84877946,124.2528889,117,53,147,18.43683172,127.8346588,0.552396833,73537650,0.243786469,902.9196028,13.09918172,67.2193001,7.824334208,5.221949233,0.781953051,0.738371447,0.598264709,1.318016247,0.413124534,0.729136801,0.719185204,0.984886205,0.927688632,-0.265059119,0.818287304,0.459329312,3.462494193,0.095713801,3.830701012,0.214122876,6.924988387,3.01023401,1.500975571,6.43963854,230.772,0.051282667,27.98106647,1096.873778,1.529784889,13.67733333,174.1115556,2262.401778,20.24695984,0.124165646,0.026710438,0.343859087,0.006010297,581.1813027,0.225497589,1.60839613,13.89997897,4.669831136,61.86194425,0.558104071,0.129301815,3.956876543,1082.480958,0.414229406,0.573521368,1.519115775,0.662065184,9.249675412,0.089225638,16.47058824,0.242214533,2.439446367,12.52941176,66566,719269.8235,8328.445643,0.308751917,27.29411765,0.401384083,0.653562716,7.890460932,0.22600623,3.955204703,0.015111111,62186.67474,20.35067457,0.002408536,8.914525258,0.032089906,0.040924804,119.53125,FG
637,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",bf8a934faba2d5d99cc437dbfa9d0342dfc470e4,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,109,189,115628006,2.139258919,38,2.813216074,214,23.60363141,157.6013333,165,57,157,16.92024507,160.2969508,-0.825058813,115628006,0.265715062,856.932176,24.57639417,74.6259528,-9.917665315,5.096880966,0.633553182,0.778697747,0.521424968,1.227532958,0.357223415,0.756997976,0.750485902,0.987627868,0.936346258,-0.292486859,0.838502537,0.432443901,4.843604857,0.116618431,3.631095992,0.216545347,9.687209714,2.949160711,1.432608537,6.355406229,216.9755556,0.04821679,32.05526143,1195.717778,1.466091062,24.75422222,204.7382222,5601.464444,9.973782909,0.059882221,0.026747123,0.717373099,0.00251481,570.068227,0.237584367,1.58918574,23.49487356,5.573002413,148.5642714,0.289635208,0.066243371,4.057581779,916.8426656,0.379102019,0.533042735,1.964499096,0.631560095,14.35786885,0.044981978,20.44186047,0.237696052,3.672931314,31.1744186,60105.23256,1690011.977,2511.750771,0.106701867,34.93023256,0.406165495,0.660268924,20.24796822,0.076498774,3.876237898,0.019111111,57367.26609,10.95251362,0.002363138,8.219427589,0.027763884,0.048096206,5.9765625,FG
